sx,sz,rx,rz,t_obs
1020.0,8.0,992.0,8.0,0.044
1020.0,8.0,1008.0,8.0,0.04
1020.0,8.0,1024.0,8.0,0.036000000000000004
1020.0,8.0,1040.0,8.0,0.044
1020.0,8.0,1056.0,8.0,0.048
1020.0,8.0,1072.0,8.0,0.052000000000000005
1020.0,8.0,1088.0,8.0,0.056
1020.0,8.0,1104.0,8.0,0.064
1020.0,8.0,1120.0,8.0,0.068
1020.0,8.0,1136.0,8.0,0.07200000000000001
1020.0,8.0,1152.0,8.0,0.08
1020.0,8.0,1168.0,8.0,0.088
1020.0,8.0,1184.0,8.0,0.096
1020.0,8.0,1200.0,8.0,0.1
1020.0,8.0,1216.0,8.0,0.108
1020.0,8.0,1232.0,8.0,0.112
1020.0,8.0,1248.0,8.0,0.12
1020.0,8.0,1264.0,8.0,0.128
1020.0,8.0,1280.0,8.0,0.132
1020.0,8.0,1296.0,8.0,0.14
1020.0,8.0,1312.0,8.0,0.148
1020.0,8.0,1328.0,8.0,0.156
1020.0,8.0,1344.0,8.0,0.164
1020.0,8.0,1360.0,8.0,0.168
1020.0,8.0,1376.0,8.0,0.176
1020.0,8.0,1392.0,8.0,0.18
1020.0,8.0,1408.0,8.0,0.184
1020.0,8.0,1424.0,8.0,0.192
1020.0,8.0,1440.0,8.0,0.196
1020.0,8.0,1456.0,8.0,0.20400000000000001
1020.0,8.0,1472.0,8.0,0.212
1020.0,8.0,1488.0,8.0,0.216
1020.0,8.0,1504.0,8.0,0.224
1020.0,8.0,1520.0,8.0,0.232
1020.0,8.0,1536.0,8.0,0.23600000000000002
1020.0,8.0,1552.0,8.0,0.244
1020.0,8.0,1568.0,8.0,0.248
1020.0,8.0,1584.0,8.0,0.256
1020.0,8.0,1600.0,8.0,0.26
1020.0,8.0,1616.0,8.0,0.268
1020.0,8.0,1632.0,8.0,0.272
1020.0,8.0,1648.0,8.0,0.276
1020.0,8.0,1664.0,8.0,0.28400000000000003
1020.0,8.0,1680.0,8.0,0.28800000000000003
1020.0,8.0,1696.0,8.0,0.296
1020.0,8.0,1712.0,8.0,0.0
1020.0,8.0,1728.0,8.0,0.308
1020.0,8.0,1744.0,8.0,0.312
1020.0,8.0,1760.0,8.0,0.316
1020.0,8.0,1776.0,8.0,0.32
1020.0,8.0,1792.0,8.0,0.324
1020.0,8.0,1808.0,8.0,0.328
1020.0,8.0,1824.0,8.0,0.336
1020.0,8.0,1840.0,8.0,0.34
1020.0,8.0,1856.0,8.0,0.34400000000000003
1020.0,8.0,1872.0,8.0,0.352
1020.0,8.0,1888.0,8.0,0.356
1020.0,8.0,1904.0,8.0,0.36
1020.0,8.0,1920.0,8.0,0.364
1020.0,8.0,1936.0,8.0,0.372
1020.0,8.0,1952.0,8.0,0.376
1020.0,8.0,1968.0,8.0,0.384
1020.0,8.0,1984.0,8.0,0.388
1020.0,8.0,2000.0,8.0,0.392
1020.0,8.0,2016.0,8.0,0.396
1020.0,8.0,2032.0,8.0,0.404
1020.0,8.0,2048.0,8.0,0.0
1020.0,8.0,2064.0,8.0,0.0
1020.0,8.0,2080.0,8.0,0.0
1020.0,8.0,2096.0,8.0,0.0
1020.0,8.0,2112.0,8.0,0.0
1020.0,8.0,2128.0,8.0,0.0
1020.0,8.0,2144.0,8.0,0.0
1020.0,8.0,2160.0,8.0,0.0
1020.0,8.0,2176.0,8.0,0.0
1020.0,8.0,2192.0,8.0,0.456
1020.0,8.0,2208.0,8.0,0.0
1020.0,8.0,2224.0,8.0,0.0
1020.0,8.0,2240.0,8.0,0.0
1020.0,8.0,2256.0,8.0,0.48
1020.0,8.0,2272.0,8.0,0.488
1020.0,8.0,2288.0,8.0,0.492
1020.0,8.0,2304.0,8.0,0.5
1020.0,8.0,2320.0,8.0,0.504
1020.0,8.0,2336.0,8.0,0.512
1020.0,8.0,2352.0,8.0,0.0
1020.0,8.0,2368.0,8.0,0.0
1020.0,8.0,2384.0,8.0,0.0
1020.0,8.0,2400.0,8.0,0.0
1020.0,8.0,2416.0,8.0,0.0
1020.0,8.0,2432.0,8.0,0.0
1020.0,8.0,2448.0,8.0,0.0
1020.0,8.0,2464.0,8.0,0.0
1020.0,8.0,2480.0,8.0,0.0
1020.0,8.0,2496.0,8.0,0.552
1020.0,8.0,2512.0,8.0,0.552
1020.0,8.0,2528.0,8.0,0.56
1020.0,8.0,2544.0,8.0,0.56
1020.0,8.0,2560.0,8.0,0.0
1020.0,8.0,2576.0,8.0,0.0
1020.0,8.0,2592.0,8.0,0.5720000000000001
1020.0,8.0,2608.0,8.0,0.5760000000000001
1020.0,8.0,2624.0,8.0,0.584
1020.0,8.0,2640.0,8.0,0.592
1020.0,8.0,2656.0,8.0,0.596
1020.0,8.0,2672.0,8.0,0.6
1020.0,8.0,2688.0,8.0,0.6
1020.0,8.0,2704.0,8.0,0.0
1020.0,8.0,2720.0,8.0,0.612
1020.0,8.0,2736.0,8.0,0.616
1020.0,8.0,2752.0,8.0,0.0
1020.0,8.0,2768.0,8.0,0.0
1020.0,8.0,2784.0,8.0,0.0
1020.0,8.0,2800.0,8.0,0.636
1020.0,8.0,2816.0,8.0,0.644
1020.0,8.0,2832.0,8.0,0.648
1020.0,8.0,2848.0,8.0,0.656
1020.0,8.0,2864.0,8.0,0.656
1020.0,8.0,2880.0,8.0,0.0
1020.0,8.0,2896.0,8.0,0.664
1020.0,8.0,2912.0,8.0,0.672
1020.0,8.0,2928.0,8.0,0.676
1020.0,8.0,2944.0,8.0,0.684
1020.0,8.0,2960.0,8.0,0.6880000000000001
1020.0,8.0,2976.0,8.0,0.7000000000000001
1020.0,8.0,2992.0,8.0,0.924
1020.0,8.0,3008.0,8.0,0.716
1020.0,8.0,3024.0,8.0,0.72
1020.0,8.0,3040.0,8.0,0.724
1020.0,8.0,3056.0,8.0,0.724
1020.0,8.0,3072.0,8.0,0.728
1020.0,8.0,3088.0,8.0,0.736
1020.0,8.0,3104.0,8.0,0.74
1020.0,8.0,3120.0,8.0,0.0
1020.0,8.0,3136.0,8.0,0.752
1020.0,8.0,3152.0,8.0,0.764
1020.0,8.0,3168.0,8.0,0.776
1020.0,8.0,3184.0,8.0,0.784
1020.0,8.0,3200.0,8.0,0.788
1020.0,8.0,3216.0,8.0,0.8
1020.0,8.0,3232.0,8.0,0.0
1020.0,8.0,3248.0,8.0,0.0
1020.0,8.0,3264.0,8.0,0.0
1020.0,8.0,3280.0,8.0,0.0
1020.0,8.0,3296.0,8.0,0.0
1020.0,8.0,3312.0,8.0,0.0
1020.0,8.0,3328.0,8.0,0.0
1020.0,8.0,3344.0,8.0,0.864
1020.0,8.0,3360.0,8.0,0.872
1020.0,8.0,3376.0,8.0,0.88
1020.0,8.0,3392.0,8.0,0.888
1020.0,8.0,3408.0,8.0,0.9
1020.0,8.0,3424.0,8.0,0.908
1020.0,8.0,3440.0,8.0,0.916
1020.0,8.0,3456.0,8.0,0.92
1020.0,8.0,3472.0,8.0,0.932
1020.0,8.0,3488.0,8.0,0.936
1020.0,8.0,3504.0,8.0,0.9440000000000001
1020.0,8.0,3520.0,8.0,0.9520000000000001
1020.0,8.0,3536.0,8.0,0.964
1020.0,8.0,3552.0,8.0,0.976
1020.0,8.0,3568.0,8.0,0.0
1020.0,8.0,3584.0,8.0,0.0
1020.0,8.0,3600.0,8.0,0.0
1020.0,8.0,3616.0,8.0,0.0
1020.0,8.0,3632.0,8.0,0.0
1020.0,8.0,3648.0,8.0,0.0
1020.0,8.0,3664.0,8.0,0.0
1020.0,8.0,3680.0,8.0,0.0
1020.0,8.0,3696.0,8.0,0.0
1020.0,8.0,3712.0,8.0,0.0
1020.0,8.0,3728.0,8.0,1.056
1020.0,8.0,3744.0,8.0,1.072
1020.0,8.0,3760.0,8.0,1.072
1020.0,8.0,3776.0,8.0,1.08
1020.0,8.0,3792.0,8.0,1.088
1020.0,8.0,3808.0,8.0,1.104
1020.0,8.0,3824.0,8.0,1.1320000000000001
1020.0,8.0,3840.0,8.0,0.0
1020.0,8.0,3856.0,8.0,0.0
1020.0,8.0,3872.0,8.0,0.0
1020.0,8.0,3888.0,8.0,1.176
1020.0,8.0,3904.0,8.0,1.18
1020.0,8.0,3920.0,8.0,0.0
1020.0,8.0,3936.0,8.0,0.0
1020.0,8.0,3952.0,8.0,1.216
1020.0,8.0,3968.0,8.0,1.228
1020.0,8.0,3984.0,8.0,1.236
1216.0,8.0,0.0,8.0,0.548
1216.0,8.0,16.0,8.0,0.544
1216.0,8.0,32.0,8.0,0.536
1216.0,8.0,48.0,8.0,0.528
1216.0,8.0,64.0,8.0,0.524
1216.0,8.0,80.0,8.0,0.52
1216.0,8.0,96.0,8.0,0.512
1216.0,8.0,112.0,8.0,0.504
1216.0,8.0,128.0,8.0,0.0
1216.0,8.0,144.0,8.0,0.0
1216.0,8.0,160.0,8.0,0.0
1216.0,8.0,176.0,8.0,0.47600000000000003
1216.0,8.0,192.0,8.0,0.468
1216.0,8.0,208.0,8.0,0.46
1216.0,8.0,224.0,8.0,0.452
1216.0,8.0,240.0,8.0,0.444
1216.0,8.0,256.0,8.0,0.436
1216.0,8.0,272.0,8.0,0.432
1216.0,8.0,288.0,8.0,0.424
1216.0,8.0,304.0,8.0,0.41600000000000004
1216.0,8.0,320.0,8.0,0.0
1216.0,8.0,336.0,8.0,0.4
1216.0,8.0,352.0,8.0,0.392
1216.0,8.0,368.0,8.0,0.388
1216.0,8.0,384.0,8.0,0.384
1216.0,8.0,400.0,8.0,0.372
1216.0,8.0,416.0,8.0,0.364
1216.0,8.0,432.0,8.0,0.356
1216.0,8.0,448.0,8.0,0.352
1216.0,8.0,464.0,8.0,0.34800000000000003
1216.0,8.0,480.0,8.0,0.34
1216.0,8.0,496.0,8.0,0.336
1216.0,8.0,512.0,8.0,0.328
1216.0,8.0,528.0,8.0,0.316
1216.0,8.0,544.0,8.0,0.308
1216.0,8.0,560.0,8.0,0.3
1216.0,8.0,576.0,8.0,0.296
1216.0,8.0,592.0,8.0,0.28800000000000003
1216.0,8.0,608.0,8.0,0.28
1216.0,8.0,624.0,8.0,0.0
1216.0,8.0,640.0,8.0,0.0
1216.0,8.0,656.0,8.0,0.26
1216.0,8.0,672.0,8.0,0.252
1216.0,8.0,688.0,8.0,0.248
1216.0,8.0,704.0,8.0,0.24
1216.0,8.0,720.0,8.0,0.232
1216.0,8.0,736.0,8.0,0.228
1216.0,8.0,752.0,8.0,0.22
1216.0,8.0,768.0,8.0,0.212
1216.0,8.0,784.0,8.0,0.20800000000000002
1216.0,8.0,800.0,8.0,0.2
1216.0,8.0,816.0,8.0,0.192
1216.0,8.0,832.0,8.0,0.188
1216.0,8.0,848.0,8.0,0.18
1216.0,8.0,864.0,8.0,0.176
1216.0,8.0,880.0,8.0,0.168
1216.0,8.0,896.0,8.0,0.164
1216.0,8.0,912.0,8.0,0.156
1216.0,8.0,928.0,8.0,0.148
1216.0,8.0,944.0,8.0,0.14
1216.0,8.0,960.0,8.0,0.132
1216.0,8.0,976.0,8.0,0.124
1216.0,8.0,992.0,8.0,0.116
1216.0,8.0,1008.0,8.0,0.112
1216.0,8.0,1024.0,8.0,0.10400000000000001
1216.0,8.0,1040.0,8.0,0.1
1216.0,8.0,1056.0,8.0,0.092
1216.0,8.0,1072.0,8.0,0.088
1216.0,8.0,1088.0,8.0,0.08
1216.0,8.0,1104.0,8.0,0.07200000000000001
1216.0,8.0,1120.0,8.0,0.064
1216.0,8.0,1136.0,8.0,0.06
1216.0,8.0,1152.0,8.0,0.052000000000000005
1216.0,8.0,1168.0,8.0,0.048
1216.0,8.0,1184.0,8.0,0.044
1216.0,8.0,1200.0,8.0,0.04
1216.0,8.0,1216.0,8.0,0.036000000000000004
1216.0,8.0,1232.0,8.0,0.04
1216.0,8.0,1248.0,8.0,0.044
1216.0,8.0,1264.0,8.0,0.048
1216.0,8.0,1280.0,8.0,0.052000000000000005
1216.0,8.0,1296.0,8.0,0.06
1216.0,8.0,1312.0,8.0,0.064
1216.0,8.0,1328.0,8.0,0.068
1216.0,8.0,1344.0,8.0,0.076
1216.0,8.0,1360.0,8.0,0.084
1216.0,8.0,1376.0,8.0,0.088
1216.0,8.0,1392.0,8.0,0.096
1216.0,8.0,1408.0,8.0,0.1
1216.0,8.0,1424.0,8.0,0.10400000000000001
1216.0,8.0,1440.0,8.0,0.112
1216.0,8.0,1456.0,8.0,0.116
1216.0,8.0,1472.0,8.0,0.124
1216.0,8.0,1488.0,8.0,0.128
1216.0,8.0,1504.0,8.0,0.136
1216.0,8.0,1520.0,8.0,0.14400000000000002
1216.0,8.0,1536.0,8.0,0.148
1216.0,8.0,1552.0,8.0,0.156
1216.0,8.0,1568.0,8.0,0.16
1216.0,8.0,1584.0,8.0,0.168
1216.0,8.0,1600.0,8.0,0.17200000000000001
1216.0,8.0,1616.0,8.0,0.18
1216.0,8.0,1632.0,8.0,0.184
1216.0,8.0,1648.0,8.0,0.188
1216.0,8.0,1664.0,8.0,0.196
1216.0,8.0,1680.0,8.0,0.20400000000000001
1216.0,8.0,1696.0,8.0,0.20800000000000002
1216.0,8.0,1712.0,8.0,0.216
1216.0,8.0,1728.0,8.0,0.22
1216.0,8.0,1744.0,8.0,0.224
1216.0,8.0,1760.0,8.0,0.228
1216.0,8.0,1776.0,8.0,0.232
1216.0,8.0,1792.0,8.0,0.23600000000000002
1216.0,8.0,1808.0,8.0,0.24
1216.0,8.0,1824.0,8.0,0.244
1216.0,8.0,1840.0,8.0,0.248
1216.0,8.0,1856.0,8.0,0.252
1216.0,8.0,1872.0,8.0,0.26
1216.0,8.0,1888.0,8.0,0.0
1216.0,8.0,1904.0,8.0,0.0
1216.0,8.0,1920.0,8.0,0.276
1216.0,8.0,1936.0,8.0,0.28400000000000003
1216.0,8.0,1952.0,8.0,0.28800000000000003
1216.0,8.0,1968.0,8.0,0.292
1216.0,8.0,1984.0,8.0,0.0
1216.0,8.0,2000.0,8.0,0.304
1216.0,8.0,2016.0,8.0,0.308
1216.0,8.0,2032.0,8.0,0.316
1216.0,8.0,2048.0,8.0,0.32
1216.0,8.0,2064.0,8.0,0.324
1216.0,8.0,2080.0,8.0,0.332
1216.0,8.0,2096.0,8.0,0.34
1216.0,8.0,2112.0,8.0,0.34400000000000003
1216.0,8.0,2128.0,8.0,0.34800000000000003
1216.0,8.0,2144.0,8.0,0.356
1216.0,8.0,2160.0,8.0,0.36
1216.0,8.0,2176.0,8.0,0.364
1216.0,8.0,2192.0,8.0,0.368
1216.0,8.0,2208.0,8.0,0.372
1216.0,8.0,2224.0,8.0,0.376
1216.0,8.0,2240.0,8.0,0.0
1216.0,8.0,2256.0,8.0,0.0
1216.0,8.0,2272.0,8.0,0.0
1216.0,8.0,2288.0,8.0,0.4
1216.0,8.0,2304.0,8.0,0.40800000000000003
1216.0,8.0,2320.0,8.0,0.41600000000000004
1216.0,8.0,2336.0,8.0,0.42
1216.0,8.0,2352.0,8.0,0.424
1216.0,8.0,2368.0,8.0,0.428
1216.0,8.0,2384.0,8.0,0.432
1216.0,8.0,2400.0,8.0,0.0
1216.0,8.0,2416.0,8.0,0.0
1216.0,8.0,2432.0,8.0,0.444
1216.0,8.0,2448.0,8.0,0.448
1216.0,8.0,2464.0,8.0,0.452
1216.0,8.0,2480.0,8.0,0.0
1216.0,8.0,2496.0,8.0,0.0
1216.0,8.0,2512.0,8.0,0.0
1216.0,8.0,2528.0,8.0,0.0
1216.0,8.0,2544.0,8.0,0.468
1216.0,8.0,2560.0,8.0,0.47200000000000003
1216.0,8.0,2576.0,8.0,0.47600000000000003
1216.0,8.0,2592.0,8.0,0.48
1216.0,8.0,2608.0,8.0,0.0
1216.0,8.0,2624.0,8.0,0.0
1216.0,8.0,2640.0,8.0,0.492
1216.0,8.0,2656.0,8.0,0.0
1216.0,8.0,2672.0,8.0,0.504
1216.0,8.0,2688.0,8.0,0.508
1216.0,8.0,2704.0,8.0,0.512
1216.0,8.0,2720.0,8.0,0.52
1216.0,8.0,2736.0,8.0,0.524
1216.0,8.0,2752.0,8.0,0.524
1216.0,8.0,2768.0,8.0,0.0
1216.0,8.0,2784.0,8.0,0.536
1216.0,8.0,2800.0,8.0,0.54
1216.0,8.0,2816.0,8.0,0.544
1216.0,8.0,2832.0,8.0,0.552
1216.0,8.0,2848.0,8.0,0.556
1216.0,8.0,2864.0,8.0,0.56
1216.0,8.0,2880.0,8.0,0.5640000000000001
1216.0,8.0,2896.0,8.0,0.5680000000000001
1216.0,8.0,2912.0,8.0,0.5760000000000001
1216.0,8.0,2928.0,8.0,0.58
1216.0,8.0,2944.0,8.0,0.584
1216.0,8.0,2960.0,8.0,0.592
1216.0,8.0,2976.0,8.0,0.6
1216.0,8.0,2992.0,8.0,0.836
1216.0,8.0,3008.0,8.0,0.84
1216.0,8.0,3024.0,8.0,0.62
1216.0,8.0,3040.0,8.0,0.62
1216.0,8.0,3056.0,8.0,0.624
1216.0,8.0,3072.0,8.0,0.0
1216.0,8.0,3088.0,8.0,0.0
1216.0,8.0,3104.0,8.0,0.644
1216.0,8.0,3120.0,8.0,0.652
1216.0,8.0,3136.0,8.0,0.664
1216.0,8.0,3152.0,8.0,0.0
1216.0,8.0,3168.0,8.0,0.68
1216.0,8.0,3184.0,8.0,0.6880000000000001
1216.0,8.0,3200.0,8.0,0.6960000000000001
1216.0,8.0,3216.0,8.0,0.704
1216.0,8.0,3232.0,8.0,0.712
1216.0,8.0,3248.0,8.0,0.72
1216.0,8.0,3264.0,8.0,0.724
1216.0,8.0,3280.0,8.0,0.732
1216.0,8.0,3296.0,8.0,0.74
1216.0,8.0,3312.0,8.0,0.0
1216.0,8.0,3328.0,8.0,0.76
1216.0,8.0,3344.0,8.0,0.768
1216.0,8.0,3360.0,8.0,0.78
1216.0,8.0,3376.0,8.0,0.792
1216.0,8.0,3392.0,8.0,0.8
1216.0,8.0,3408.0,8.0,0.804
1216.0,8.0,3424.0,8.0,0.812
1216.0,8.0,3440.0,8.0,0.8240000000000001
1216.0,8.0,3456.0,8.0,0.0
1216.0,8.0,3472.0,8.0,0.0
1216.0,8.0,3488.0,8.0,0.0
1216.0,8.0,3504.0,8.0,0.0
1216.0,8.0,3520.0,8.0,0.86
1216.0,8.0,3536.0,8.0,0.872
1216.0,8.0,3552.0,8.0,0.876
1216.0,8.0,3568.0,8.0,0.884
1216.0,8.0,3584.0,8.0,0.0
1216.0,8.0,3600.0,8.0,0.0
1216.0,8.0,3616.0,8.0,0.912
1216.0,8.0,3632.0,8.0,0.916
1216.0,8.0,3648.0,8.0,0.924
1216.0,8.0,3664.0,8.0,0.936
1216.0,8.0,3680.0,8.0,0.9440000000000001
1216.0,8.0,3696.0,8.0,0.9560000000000001
1216.0,8.0,3712.0,8.0,0.9560000000000001
1216.0,8.0,3728.0,8.0,0.968
1216.0,8.0,3744.0,8.0,0.996
1216.0,8.0,3760.0,8.0,1.008
1216.0,8.0,3776.0,8.0,1.016
1216.0,8.0,3792.0,8.0,0.0
1216.0,8.0,3808.0,8.0,0.0
1216.0,8.0,3824.0,8.0,0.0
1216.0,8.0,3840.0,8.0,0.0
1216.0,8.0,3856.0,8.0,0.0
1216.0,8.0,3872.0,8.0,0.0
1216.0,8.0,3888.0,8.0,0.0
1216.0,8.0,3904.0,8.0,0.0
1216.0,8.0,3920.0,8.0,0.0
1216.0,8.0,3936.0,8.0,0.0
1216.0,8.0,3952.0,8.0,1.12
1216.0,8.0,3968.0,8.0,1.1280000000000001
1216.0,8.0,3984.0,8.0,1.1400000000000001
1412.0,8.0,0.0,8.0,0.632
1412.0,8.0,16.0,8.0,0.0
1412.0,8.0,32.0,8.0,0.0
1412.0,8.0,48.0,8.0,0.0
1412.0,8.0,64.0,8.0,0.604
1412.0,8.0,80.0,8.0,0.6
1412.0,8.0,96.0,8.0,0.592
1412.0,8.0,112.0,8.0,0.588
1412.0,8.0,128.0,8.0,0.58
1412.0,8.0,144.0,8.0,0.5720000000000001
1412.0,8.0,160.0,8.0,0.5640000000000001
1412.0,8.0,176.0,8.0,0.556
1412.0,8.0,192.0,8.0,0.552
1412.0,8.0,208.0,8.0,0.544
1412.0,8.0,224.0,8.0,0.536
1412.0,8.0,240.0,8.0,0.528
1412.0,8.0,256.0,8.0,0.52
1412.0,8.0,272.0,8.0,0.516
1412.0,8.0,288.0,8.0,0.508
1412.0,8.0,304.0,8.0,0.5
1412.0,8.0,320.0,8.0,0.492
1412.0,8.0,336.0,8.0,0.48
1412.0,8.0,352.0,8.0,0.47200000000000003
1412.0,8.0,368.0,8.0,0.47200000000000003
1412.0,8.0,384.0,8.0,0.464
1412.0,8.0,400.0,8.0,0.456
1412.0,8.0,416.0,8.0,0.448
1412.0,8.0,432.0,8.0,0.44
1412.0,8.0,448.0,8.0,0.436
1412.0,8.0,464.0,8.0,0.428
1412.0,8.0,480.0,8.0,0.424
1412.0,8.0,496.0,8.0,0.41600000000000004
1412.0,8.0,512.0,8.0,0.41200000000000003
1412.0,8.0,528.0,8.0,0.4
1412.0,8.0,544.0,8.0,0.392
1412.0,8.0,560.0,8.0,0.384
1412.0,8.0,576.0,8.0,0.376
1412.0,8.0,592.0,8.0,0.372
1412.0,8.0,608.0,8.0,0.364
1412.0,8.0,624.0,8.0,0.356
1412.0,8.0,640.0,8.0,0.34800000000000003
1412.0,8.0,656.0,8.0,0.34
1412.0,8.0,672.0,8.0,0.332
1412.0,8.0,688.0,8.0,0.328
1412.0,8.0,704.0,8.0,0.32
1412.0,8.0,720.0,8.0,0.312
1412.0,8.0,736.0,8.0,0.304
1412.0,8.0,752.0,8.0,0.3
1412.0,8.0,768.0,8.0,0.292
1412.0,8.0,784.0,8.0,0.28800000000000003
1412.0,8.0,800.0,8.0,0.28
1412.0,8.0,816.0,8.0,0.272
1412.0,8.0,832.0,8.0,0.268
1412.0,8.0,848.0,8.0,0.26
1412.0,8.0,864.0,8.0,0.252
1412.0,8.0,880.0,8.0,0.248
1412.0,8.0,896.0,8.0,0.244
1412.0,8.0,912.0,8.0,0.23600000000000002
1412.0,8.0,928.0,8.0,0.228
1412.0,8.0,944.0,8.0,0.22
1412.0,8.0,960.0,8.0,0.212
1412.0,8.0,976.0,8.0,0.20400000000000001
1412.0,8.0,992.0,8.0,0.2
1412.0,8.0,1008.0,8.0,0.192
1412.0,8.0,1024.0,8.0,0.184
1412.0,8.0,1040.0,8.0,0.18
1412.0,8.0,1056.0,8.0,0.176
1412.0,8.0,1072.0,8.0,0.168
1412.0,8.0,1088.0,8.0,0.16
1412.0,8.0,1104.0,8.0,0.152
1412.0,8.0,1120.0,8.0,0.14400000000000002
1412.0,8.0,1136.0,8.0,0.136
1412.0,8.0,1152.0,8.0,0.128
1412.0,8.0,1168.0,8.0,0.12
1412.0,8.0,1184.0,8.0,0.116
1412.0,8.0,1200.0,8.0,0.108
1412.0,8.0,1216.0,8.0,0.1
1412.0,8.0,1232.0,8.0,0.096
1412.0,8.0,1248.0,8.0,0.088
1412.0,8.0,1264.0,8.0,0.084
1412.0,8.0,1280.0,8.0,0.076
1412.0,8.0,1296.0,8.0,0.07200000000000001
1412.0,8.0,1312.0,8.0,0.064
1412.0,8.0,1328.0,8.0,0.06
1412.0,8.0,1344.0,8.0,0.052000000000000005
1412.0,8.0,1360.0,8.0,0.048
1412.0,8.0,1376.0,8.0,0.044
1412.0,8.0,1392.0,8.0,0.04
1412.0,8.0,1408.0,8.0,0.036000000000000004
1412.0,8.0,1424.0,8.0,0.036000000000000004
1412.0,8.0,1440.0,8.0,0.044
1412.0,8.0,1456.0,8.0,0.048
1412.0,8.0,1472.0,8.0,0.052000000000000005
1412.0,8.0,1488.0,8.0,0.056
1412.0,8.0,1504.0,8.0,0.06
1412.0,8.0,1520.0,8.0,0.068
1412.0,8.0,1536.0,8.0,0.07200000000000001
1412.0,8.0,1552.0,8.0,0.08
1412.0,8.0,1568.0,8.0,0.084
1412.0,8.0,1584.0,8.0,0.092
1412.0,8.0,1600.0,8.0,0.096
1412.0,8.0,1616.0,8.0,0.1
1412.0,8.0,1632.0,8.0,0.108
1412.0,8.0,1648.0,8.0,0.112
1412.0,8.0,1664.0,8.0,0.116
1412.0,8.0,1680.0,8.0,0.124
1412.0,8.0,1696.0,8.0,0.132
1412.0,8.0,1712.0,8.0,0.136
1412.0,8.0,1728.0,8.0,0.14400000000000002
1412.0,8.0,1744.0,8.0,0.148
1412.0,8.0,1760.0,8.0,0.152
1412.0,8.0,1776.0,8.0,0.156
1412.0,8.0,1792.0,8.0,0.16
1412.0,8.0,1808.0,8.0,0.164
1412.0,8.0,1824.0,8.0,0.168
1412.0,8.0,1840.0,8.0,0.17200000000000001
1412.0,8.0,1856.0,8.0,0.176
1412.0,8.0,1872.0,8.0,0.184
1412.0,8.0,1888.0,8.0,0.188
1412.0,8.0,1904.0,8.0,0.196
1412.0,8.0,1920.0,8.0,0.2
1412.0,8.0,1936.0,8.0,0.20400000000000001
1412.0,8.0,1952.0,8.0,0.212
1412.0,8.0,1968.0,8.0,0.216
1412.0,8.0,1984.0,8.0,0.22
1412.0,8.0,2000.0,8.0,0.224
1412.0,8.0,2016.0,8.0,0.228
1412.0,8.0,2032.0,8.0,0.23600000000000002
1412.0,8.0,2048.0,8.0,0.24
1412.0,8.0,2064.0,8.0,0.248
1412.0,8.0,2080.0,8.0,0.252
1412.0,8.0,2096.0,8.0,0.26
1412.0,8.0,2112.0,8.0,0.264
1412.0,8.0,2128.0,8.0,0.272
1412.0,8.0,2144.0,8.0,0.276
1412.0,8.0,2160.0,8.0,0.0
1412.0,8.0,2176.0,8.0,0.0
1412.0,8.0,2192.0,8.0,0.0
1412.0,8.0,2208.0,8.0,0.296
1412.0,8.0,2224.0,8.0,0.3
1412.0,8.0,2240.0,8.0,0.304
1412.0,8.0,2256.0,8.0,0.308
1412.0,8.0,2272.0,8.0,0.316
1412.0,8.0,2288.0,8.0,0.0
1412.0,8.0,2304.0,8.0,0.0
1412.0,8.0,2320.0,8.0,0.0
1412.0,8.0,2336.0,8.0,0.0
1412.0,8.0,2352.0,8.0,0.34400000000000003
1412.0,8.0,2368.0,8.0,0.34800000000000003
1412.0,8.0,2384.0,8.0,0.352
1412.0,8.0,2400.0,8.0,0.356
1412.0,8.0,2416.0,8.0,0.0
1412.0,8.0,2432.0,8.0,0.0
1412.0,8.0,2448.0,8.0,0.0
1412.0,8.0,2464.0,8.0,0.0
1412.0,8.0,2480.0,8.0,0.372
1412.0,8.0,2496.0,8.0,0.376
1412.0,8.0,2512.0,8.0,0.38
1412.0,8.0,2528.0,8.0,0.384
1412.0,8.0,2544.0,8.0,0.384
1412.0,8.0,2560.0,8.0,0.388
1412.0,8.0,2576.0,8.0,0.392
1412.0,8.0,2592.0,8.0,0.396
1412.0,8.0,2608.0,8.0,0.4
1412.0,8.0,2624.0,8.0,0.404
1412.0,8.0,2640.0,8.0,0.40800000000000003
1412.0,8.0,2656.0,8.0,0.41600000000000004
1412.0,8.0,2672.0,8.0,0.0
1412.0,8.0,2688.0,8.0,0.0
1412.0,8.0,2704.0,8.0,0.428
1412.0,8.0,2720.0,8.0,0.432
1412.0,8.0,2736.0,8.0,0.436
1412.0,8.0,2752.0,8.0,0.44
1412.0,8.0,2768.0,8.0,0.444
1412.0,8.0,2784.0,8.0,0.448
1412.0,8.0,2800.0,8.0,0.0
1412.0,8.0,2816.0,8.0,0.0
1412.0,8.0,2832.0,8.0,0.0
1412.0,8.0,2848.0,8.0,0.468
1412.0,8.0,2864.0,8.0,0.47200000000000003
1412.0,8.0,2880.0,8.0,0.47600000000000003
1412.0,8.0,2896.0,8.0,0.484
1412.0,8.0,2912.0,8.0,0.488
1412.0,8.0,2928.0,8.0,0.492
1412.0,8.0,2944.0,8.0,0.496
